year,passengerrank,airportcode,airportname,cityname,statename,avgfare,inflationadj,passengersample
2017,181,SWF,Stewart International,Newburgh/Poughkeepsie,NY,310.89,318.49,10194
2018,181,SWF,Stewart International,Newburgh/Poughkeepsie,NY,310.89,318.49,10194
2008,178,LAN,Capital Region International,Lansing,MI,397.75,463.89,10238
2009,178,LAN,Capital Region International,Lansing,MI,434.59,508.67,10238
2010,179,LAN,Capital Region International,Lansing,MI,482.76,555.93,10238
2011,179,LAN,Capital Region International,Lansing,MI,433.59,484.03,10238
2012,180,LAN,Capital Region International,Lansing,MI,417.92,457.08,10238
2013,180,LAN,Capital Region International,Lansing,MI,391.67,422.18,10238
2014,180,LAN,Capital Region International,Lansing,MI,427.38,453.32,10238
2015,180,LAN,Capital Region International,Lansing,MI,473.93,502.11,10238
2016,180,LAN,Capital Region International,Lansing,MI,463.97,485.42,10238
2017,180,LAN,Capital Region International,Lansing,MI,426.42,436.83,10238
2018,180,LAN,Capital Region International,Lansing,MI,426.42,436.83,10238
2008,177,PBG,Plattsburgh International,Plattsburgh,NY,245.89,286.78,10258
2009,177,PBG,Plattsburgh International,Plattsburgh,NY,208.62,244.18,10258
2010,178,PBG,Plattsburgh International,Plattsburgh,NY,230.21,265.10,10258
2011,178,PBG,Plattsburgh International,Plattsburgh,NY,238.57,266.32,10258
2012,179,PBG,Plattsburgh International,Plattsburgh,NY,240.61,263.15,10258
2013,179,PBG,Plattsburgh International,Plattsburgh,NY,168.98,182.15,10258
2014,179,PBG,Plattsburgh International,Plattsburgh,NY,162.13,171.97,10258
2015,179,PBG,Plattsburgh International,Plattsburgh,NY,143.89,152.45,10258
2016,179,PBG,Plattsburgh International,Plattsburgh,NY,115.90,121.26,10258
2017,179,PBG,Plattsburgh International,Plattsburgh,NY,155.58,159.38,10258
2018,179,PBG,Plattsburgh International,Plattsburgh,NY,155.58,159.38,10258
2008,176,BMI,Central Illinois Regional,Bloomington/Normal,IL,323.29,377.06,10266
2009,176,BMI,Central Illinois Regional,Bloomington/Normal,IL,293.00,342.95,10266
2010,177,BMI,Central Illinois Regional,Bloomington/Normal,IL,308.99,355.82,10266
2011,177,BMI,Central Illinois Regional,Bloomington/Normal,IL,341.07,380.74,10266
2012,178,BMI,Central Illinois Regional,Bloomington/Normal,IL,385.85,422.00,10266
2013,178,BMI,Central Illinois Regional,Bloomington/Normal,IL,386.64,416.76,10266
2014,178,BMI,Central Illinois Regional,Bloomington/Normal,IL,392.63,416.47,10266
2015,178,BMI,Central Illinois Regional,Bloomington/Normal,IL,387.51,410.54,10266
2016,178,BMI,Central Illinois Regional,Bloomington/Normal,IL,373.91,391.20,10266
2017,178,BMI,Central Illinois Regional,Bloomington/Normal,IL,413.26,423.36,10266
2018,178,BMI,Central Illinois Regional,Bloomington/Normal,IL,413.26,423.36,10266
2008,175,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,501.89,585.35,10441
2009,175,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,387.95,454.08,10441
2010,176,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,442.54,509.62,10441
2011,176,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,426.83,476.48,10441
2012,177,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,470.79,514.90,10441
2013,177,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,497.39,536.14,10441
2014,177,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,473.51,502.26,10441
2015,177,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,473.86,502.03,10441
2016,177,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,494.40,517.26,10441
2017,177,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,555.09,568.65,10441
2018,177,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,555.09,568.65,10441
2008,174,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,256.03,298.61,10553
2009,174,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,240.26,281.21,10553
2010,175,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,245.77,283.03,10553
2011,175,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,262.04,292.53,10553
2012,176,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,269.96,295.25,10553
2013,176,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,275.74,297.22,10553
2014,176,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,282.71,299.87,10553
2015,176,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,294.43,311.93,10553
2016,176,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,279.53,292.46,10553
2017,176,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,295.89,303.11,10553
2018,176,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,295.89,303.11,10553
2008,173,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,479.47,559.21,10638
2009,173,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,434.26,508.29,10638
2010,174,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,443.22,510.41,10638
2011,174,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,497.09,554.92,10638
2012,175,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,530.71,580.43,10638
2013,175,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,512.20,552.10,10638
2014,175,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,519.06,550.56,10638
2015,175,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,520.98,551.95,10638
2016,175,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,531.97,556.57,10638
2017,175,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,557.80,571.43,10638
2018,175,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,557.80,571.43,10638
2008,172,TVC,Cherry Capital,Traverse City,MI,548.65,639.88,10727
2009,172,TVC,Cherry Capital,Traverse City,MI,488.63,571.92,10727
2010,173,TVC,Cherry Capital,Traverse City,MI,530.23,610.60,10727
2011,173,TVC,Cherry Capital,Traverse City,MI,539.94,602.75,10727
2012,174,TVC,Cherry Capital,Traverse City,MI,573.42,627.15,10727
2013,174,TVC,Cherry Capital,Traverse City,MI,558.39,601.89,10727
2014,174,TVC,Cherry Capital,Traverse City,MI,573.83,608.67,10727
2015,174,TVC,Cherry Capital,Traverse City,MI,559.93,593.21,10727
2016,174,TVC,Cherry Capital,Traverse City,MI,517.65,541.59,10727
2017,174,TVC,Cherry Capital,Traverse City,MI,542.86,556.12,10727
2018,174,TVC,Cherry Capital,Traverse City,MI,542.86,556.12,10727
2008,171,GJT,Grand Junction Regional,Grand Junction,CO,435.33,507.73,11209
2009,171,GJT,Grand Junction Regional,Grand Junction,CO,349.25,408.79,11209
2010,172,GJT,Grand Junction Regional,Grand Junction,CO,384.01,442.21,11209
2011,172,GJT,Grand Junction Regional,Grand Junction,CO,427.39,477.11,11209
2012,173,GJT,Grand Junction Regional,Grand Junction,CO,455.71,498.41,11209
2013,173,GJT,Grand Junction Regional,Grand Junction,CO,468.89,505.42,11209
2014,173,GJT,Grand Junction Regional,Grand Junction,CO,482.89,512.20,11209
2015,173,GJT,Grand Junction Regional,Grand Junction,CO,492.24,521.50,11209
2016,173,GJT,Grand Junction Regional,Grand Junction,CO,479.92,502.12,11209
2017,173,GJT,Grand Junction Regional,Grand Junction,CO,484.47,496.31,11209
2018,173,GJT,Grand Junction Regional,Grand Junction,CO,484.47,496.31,11209
2008,170,MLB,Melbourne International,Melbourne,FL,431.17,502.87,11235
2009,170,MLB,Melbourne International,Melbourne,FL,412.57,482.90,11235
2010,171,MLB,Melbourne International,Melbourne,FL,348.21,400.99,11235
2011,171,MLB,Melbourne International,Melbourne,FL,361.63,403.70,11235
2012,172,MLB,Melbourne International,Melbourne,FL,370.12,404.80,11235
2013,172,MLB,Melbourne International,Melbourne,FL,386.00,416.08,11235
2014,172,MLB,Melbourne International,Melbourne,FL,406.22,430.88,11235
2015,172,MLB,Melbourne International,Melbourne,FL,391.09,414.34,11235
2016,172,MLB,Melbourne International,Melbourne,FL,396.53,414.86,11235
2017,172,MLB,Melbourne International,Melbourne,FL,397.90,407.62,11235
2018,172,MLB,Melbourne International,Melbourne,FL,397.90,407.62,11235
2008,169,EVV,Evansville Regional,Evansville,IN,496.32,578.86,11399
2009,169,EVV,Evansville Regional,Evansville,IN,463.24,542.21,11399
2010,170,EVV,Evansville Regional,Evansville,IN,460.11,529.85,11399
2011,170,EVV,Evansville Regional,Evansville,IN,500.36,558.57,11399
2012,171,EVV,Evansville Regional,Evansville,IN,531.18,580.95,11399
2013,171,EVV,Evansville Regional,Evansville,IN,541.99,584.21,11399
2014,171,EVV,Evansville Regional,Evansville,IN,521.44,553.09,11399
2015,171,EVV,Evansville Regional,Evansville,IN,507.34,537.50,11399
2016,171,EVV,Evansville Regional,Evansville,IN,493.78,516.61,11399
2017,171,EVV,Evansville Regional,Evansville,IN,490.70,502.68,11399
2018,171,EVV,Evansville Regional,Evansville,IN,490.70,502.68,11399
2008,168,SBP,San Luis County Regional,San Luis Obispo,CA,494.04,576.19,11554
2009,168,SBP,San Luis County Regional,San Luis Obispo,CA,454.63,532.12,11554
2010,169,SBP,San Luis County Regional,San Luis Obispo,CA,411.93,474.37,11554
2011,169,SBP,San Luis County Regional,San Luis Obispo,CA,390.81,436.27,11554
2012,170,SBP,San Luis County Regional,San Luis Obispo,CA,446.01,487.80,11554
2013,170,SBP,San Luis County Regional,San Luis Obispo,CA,525.88,566.85,11554
2014,170,SBP,San Luis County Regional,San Luis Obispo,CA,485.15,514.60,11554
2015,170,SBP,San Luis County Regional,San Luis Obispo,CA,553.15,586.03,11554
2016,170,SBP,San Luis County Regional,San Luis Obispo,CA,519.69,543.72,11554
2017,170,SBP,San Luis County Regional,San Luis Obispo,CA,510.96,523.44,11554
2018,170,SBP,San Luis County Regional,San Luis Obispo,CA,510.96,523.44,11554
2008,167,FCA,Glacier Park International,Kalispell,MT,535.59,624.65,11678
2009,167,FCA,Glacier Park International,Kalispell,MT,487.18,570.23,11678
2010,168,FCA,Glacier Park International,Kalispell,MT,460.77,530.61,11678
2011,168,FCA,Glacier Park International,Kalispell,MT,473.43,528.51,11678
2012,169,FCA,Glacier Park International,Kalispell,MT,497.96,544.62,11678
2013,169,FCA,Glacier Park International,Kalispell,MT,470.51,507.17,11678
2014,169,FCA,Glacier Park International,Kalispell,MT,434.01,460.36,11678
2015,169,FCA,Glacier Park International,Kalispell,MT,442.71,469.03,11678
2016,169,FCA,Glacier Park International,Kalispell,MT,432.42,452.41,11678
2017,169,FCA,Glacier Park International,Kalispell,MT,443.91,454.75,11678
2018,169,FCA,Glacier Park International,Kalispell,MT,443.91,454.75,11678
2008,166,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,296.01,345.24,11912
2009,166,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,271.24,317.47,11912
2010,167,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,293.62,338.13,11912
2011,167,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,331.44,370.00,11912
2012,168,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,408.71,447.01,11912
2013,168,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,424.28,457.34,11912
2014,168,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,458.70,486.54,11912
2015,168,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,484.80,513.62,11912
2016,168,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,469.06,490.75,11912
2017,168,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,475.16,486.76,11912
2018,168,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,475.16,486.76,11912
2008,165,RAP,Rapid City Regional,Rapid City,SD,427.44,498.52,12126
2009,165,RAP,Rapid City Regional,Rapid City,SD,379.29,443.94,12126
2010,166,RAP,Rapid City Regional,Rapid City,SD,388.47,447.35,12126
2011,166,RAP,Rapid City Regional,Rapid City,SD,470.81,525.58,12126
2012,167,RAP,Rapid City Regional,Rapid City,SD,503.62,550.81,12126
2013,167,RAP,Rapid City Regional,Rapid City,SD,473.36,510.24,12126
2014,167,RAP,Rapid City Regional,Rapid City,SD,458.26,486.08,12126
2015,167,RAP,Rapid City Regional,Rapid City,SD,476.23,504.54,12126
2016,167,RAP,Rapid City Regional,Rapid City,SD,452.46,473.39,12126
2017,167,RAP,Rapid City Regional,Rapid City,SD,483.95,495.77,12126
2018,167,RAP,Rapid City Regional,Rapid City,SD,483.95,495.77,12126
2008,164,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,373.17,435.23,12569
2009,164,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,377.59,441.96,12569
2010,165,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,385.90,444.39,12569
2011,165,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,444.71,496.45,12569
2012,166,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,461.07,504.27,12569
2013,166,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,456.49,492.06,12569
2014,166,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,479.66,508.78,12569
2015,166,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,471.83,499.88,12569
2016,166,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,458.60,479.81,12569
2017,166,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,447.23,458.15,12569
2018,166,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,447.23,458.15,12569
2008,163,JNU,Juneau International,Juneau,AK,469.46,547.53,12730
2009,163,JNU,Juneau International,Juneau,AK,468.49,548.35,12730
2010,164,JNU,Juneau International,Juneau,AK,484.26,557.67,12730
2011,164,JNU,Juneau International,Juneau,AK,487.25,543.93,12730
2012,165,JNU,Juneau International,Juneau,AK,484.03,529.38,12730
2013,165,JNU,Juneau International,Juneau,AK,475.26,512.29,12730
2014,165,JNU,Juneau International,Juneau,AK,458.60,486.44,12730
2015,165,JNU,Juneau International,Juneau,AK,410.24,434.63,12730
2016,165,JNU,Juneau International,Juneau,AK,382.61,400.30,12730
2017,165,JNU,Juneau International,Juneau,AK,407.36,417.31,12730
2018,165,JNU,Juneau International,Juneau,AK,407.36,417.31,12730
2008,162,GNV,Gainesville Regional,Gainesville,FL,478.53,558.11,12735
2009,162,GNV,Gainesville Regional,Gainesville,FL,434.25,508.27,12735
2010,163,GNV,Gainesville Regional,Gainesville,FL,409.57,471.65,12735
2011,163,GNV,Gainesville Regional,Gainesville,FL,428.80,478.68,12735
2012,164,GNV,Gainesville Regional,Gainesville,FL,453.11,495.57,12735
2013,164,GNV,Gainesville Regional,Gainesville,FL,467.61,504.04,12735
2014,164,GNV,Gainesville Regional,Gainesville,FL,464.89,493.12,12735
2015,164,GNV,Gainesville Regional,Gainesville,FL,459.89,487.22,12735
2016,164,GNV,Gainesville Regional,Gainesville,FL,468.81,490.49,12735
2017,164,GNV,Gainesville Regional,Gainesville,FL,469.31,480.77,12735
2018,164,GNV,Gainesville Regional,Gainesville,FL,469.31,480.77,12735
2008,161,MOB,Mobile Regional,Mobile,AL,534.78,623.72,13092
2009,161,MOB,Mobile Regional,Mobile,AL,476.13,557.29,13092
2010,162,MOB,Mobile Regional,Mobile,AL,504.17,580.59,13092
2011,162,MOB,Mobile Regional,Mobile,AL,512.79,572.44,13092
2012,163,MOB,Mobile Regional,Mobile,AL,543.47,594.40,13092
2013,163,MOB,Mobile Regional,Mobile,AL,539.98,582.05,13092
2014,163,MOB,Mobile Regional,Mobile,AL,560.14,594.14,13092
2015,163,MOB,Mobile Regional,Mobile,AL,560.93,594.28,13092
2016,163,MOB,Mobile Regional,Mobile,AL,525.44,549.74,13092
2017,163,MOB,Mobile Regional,Mobile,AL,556.80,570.40,13092
2018,163,MOB,Mobile Regional,Mobile,AL,556.80,570.40,13092
2008,160,SHV,Shreveport Regional,Shreveport,LA,511.94,597.08,13939
2009,160,SHV,Shreveport Regional,Shreveport,LA,480.01,561.83,13939
2010,161,SHV,Shreveport Regional,Shreveport,LA,540.80,622.77,13939
2011,161,SHV,Shreveport Regional,Shreveport,LA,521.98,582.70,13939
2012,162,SHV,Shreveport Regional,Shreveport,LA,521.16,569.99,13939
2013,162,SHV,Shreveport Regional,Shreveport,LA,483.95,521.66,13939
2014,162,SHV,Shreveport Regional,Shreveport,LA,459.10,486.97,13939
2015,162,SHV,Shreveport Regional,Shreveport,LA,474.88,503.12,13939
2016,162,SHV,Shreveport Regional,Shreveport,LA,487.12,509.65,13939
2017,162,SHV,Shreveport Regional,Shreveport,LA,524.04,536.85,13939
2018,162,SHV,Shreveport Regional,Shreveport,LA,524.04,536.85,13939
2008,159,HRL,Valley International,Harlingen/San Benito,TX,265.68,309.87,13981
2009,159,HRL,Valley International,Harlingen/San Benito,TX,257.42,301.30,13981
2010,160,HRL,Valley International,Harlingen/San Benito,TX,281.47,324.13,13981
2011,160,HRL,Valley International,Harlingen/San Benito,TX,320.14,357.39,13981
2012,161,HRL,Valley International,Harlingen/San Benito,TX,339.51,371.32,13981
2013,161,HRL,Valley International,Harlingen/San Benito,TX,350.76,378.09,13981
2014,161,HRL,Valley International,Harlingen/San Benito,TX,344.29,365.18,13981
2015,161,HRL,Valley International,Harlingen/San Benito,TX,354.35,375.41,13981
2016,161,HRL,Valley International,Harlingen/San Benito,TX,373.24,390.50,13981
2017,161,HRL,Valley International,Harlingen/San Benito,TX,368.82,377.83,13981
2018,161,HRL,Valley International,Harlingen/San Benito,TX,368.82,377.83,13981
2008,158,GRB,Green Bay Austin Straubel International,Green Bay,WI,433.74,505.87,14022
2009,158,GRB,Green Bay Austin Straubel International,Green Bay,WI,383.41,448.77,14022
2010,159,GRB,Green Bay Austin Straubel International,Green Bay,WI,393.77,453.45,14022
2011,159,GRB,Green Bay Austin Straubel International,Green Bay,WI,443.73,495.35,14022
2012,160,GRB,Green Bay Austin Straubel International,Green Bay,WI,576.44,630.45,14022
2013,160,GRB,Green Bay Austin Straubel International,Green Bay,WI,562.69,606.53,14022
2014,160,GRB,Green Bay Austin Straubel International,Green Bay,WI,573.29,608.09,14022
2015,160,GRB,Green Bay Austin Straubel International,Green Bay,WI,602.34,638.15,14022
2016,160,GRB,Green Bay Austin Straubel International,Green Bay,WI,590.50,617.81,14022
2017,160,GRB,Green Bay Austin Straubel International,Green Bay,WI,595.42,609.96,14022
2018,160,GRB,Green Bay Austin Straubel International,Green Bay,WI,595.42,609.96,14022
2008,157,BGR,Bangor International,Bangor,ME,484.92,565.56,14099
2009,157,BGR,Bangor International,Bangor,ME,411.33,481.45,14099
2010,158,BGR,Bangor International,Bangor,ME,412.81,475.38,14099
2011,158,BGR,Bangor International,Bangor,ME,412.40,460.38,14099
2012,159,BGR,Bangor International,Bangor,ME,442.22,483.65,14099
2013,159,BGR,Bangor International,Bangor,ME,423.76,456.78,14099
2014,159,BGR,Bangor International,Bangor,ME,411.88,436.88,14099
2015,159,BGR,Bangor International,Bangor,ME,415.50,440.20,14099
2016,159,BGR,Bangor International,Bangor,ME,371.89,389.09,14099
2017,159,BGR,Bangor International,Bangor,ME,403.29,413.14,14099
2018,159,BGR,Bangor International,Bangor,ME,403.29,413.14,14099
2008,156,BQN,Rafael Hernandez,Aguadilla,PR,224.87,262.27,14346
2009,156,BQN,Rafael Hernandez,Aguadilla,PR,221.27,258.99,14346
2010,157,BQN,Rafael Hernandez,Aguadilla,PR,227.90,262.44,14346
2011,157,BQN,Rafael Hernandez,Aguadilla,PR,253.12,282.57,14346
2012,158,BQN,Rafael Hernandez,Aguadilla,PR,244.35,267.25,14346
2013,158,BQN,Rafael Hernandez,Aguadilla,PR,257.83,277.91,14346
2014,158,BQN,Rafael Hernandez,Aguadilla,PR,259.30,275.04,14346
2015,158,BQN,Rafael Hernandez,Aguadilla,PR,275.15,291.51,14346
2016,158,BQN,Rafael Hernandez,Aguadilla,PR,226.44,236.91,14346
2017,158,BQN,Rafael Hernandez,Aguadilla,PR,227.63,233.19,14346
2018,158,BQN,Rafael Hernandez,Aguadilla,PR,227.63,233.19,14346
2008,155,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,490.91,572.55,14449
2009,155,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,442.57,518.01,14449
2010,156,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,440.70,507.49,14449
2011,156,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,459.42,512.86,14449
2012,157,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,471.94,516.16,14449
2013,157,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,448.07,482.97,14449
2014,157,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,465.53,493.79,14449
2015,157,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,459.34,486.65,14449
2016,157,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,437.88,458.13,14449
2017,157,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,430.43,440.95,14449
2018,157,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,430.43,440.95,14449
2008,154,ROA,Roanoke Blacksburg Regional Woodrum Field,Roanoke,VA,488.61,569.87,15763
2009,154,ROA,Roanoke Blacksburg Regional Woodrum Field,Roanoke,VA,406.55,475.85,15763
2010,155,ROA,Roanoke Blacksburg Regional Woodrum Field,Roanoke,VA,413.74,476.45,15763
