year,passengerrank,airportcode,airportname,cityname,statename,avgfare,inflationadj,passengersample
2018,215,SGU,St George Regional,St. George,UT,422.40,432.72,5683
2008,210,BFL,Meadows Field,Bakersfield,CA,477.67,557.11,5715
2009,210,BFL,Meadows Field,Bakersfield,CA,435.06,509.22,5715
2010,208,BFL,Meadows Field,Bakersfield,CA,475.75,547.86,5715
2011,211,BFL,Meadows Field,Bakersfield,CA,448.79,501.00,5715
2012,213,BFL,Meadows Field,Bakersfield,CA,501.60,548.61,5715
2013,213,BFL,Meadows Field,Bakersfield,CA,547.33,589.98,5715
2014,213,BFL,Meadows Field,Bakersfield,CA,527.30,559.31,5715
2015,213,BFL,Meadows Field,Bakersfield,CA,567.18,600.90,5715
2016,213,BFL,Meadows Field,Bakersfield,CA,567.92,594.19,5715
2017,214,BFL,Meadows Field,Bakersfield,CA,586.53,600.86,5715
2018,214,BFL,Meadows Field,Bakersfield,CA,586.53,600.86,5715
2008,209,MBS,MBS International,Saginaw/Bay City/Midland,MI,481.39,561.44,5815
2009,209,MBS,MBS International,Saginaw/Bay City/Midland,MI,434.69,508.79,5815
2010,207,MBS,MBS International,Saginaw/Bay City/Midland,MI,470.47,541.78,5815
2011,210,MBS,MBS International,Saginaw/Bay City/Midland,MI,474.77,530.00,5815
2012,212,MBS,MBS International,Saginaw/Bay City/Midland,MI,465.86,509.51,5815
2013,212,MBS,MBS International,Saginaw/Bay City/Midland,MI,546.03,588.57,5815
2014,212,MBS,MBS International,Saginaw/Bay City/Midland,MI,537.51,570.14,5815
2015,212,MBS,MBS International,Saginaw/Bay City/Midland,MI,550.78,583.53,5815
2016,212,MBS,MBS International,Saginaw/Bay City/Midland,MI,522.24,546.39,5815
2017,213,MBS,MBS International,Saginaw/Bay City/Midland,MI,583.57,597.83,5815
2018,213,MBS,MBS International,Saginaw/Bay City/Midland,MI,583.57,597.83,5815
2008,208,SPI,Abraham Lincoln Capital,Springfield,IL,419.71,489.51,5944
2009,208,SPI,Abraham Lincoln Capital,Springfield,IL,378.07,442.51,5944
2010,206,SPI,Abraham Lincoln Capital,Springfield,IL,342.62,394.55,5944
2011,209,SPI,Abraham Lincoln Capital,Springfield,IL,348.10,388.60,5944
2012,211,SPI,Abraham Lincoln Capital,Springfield,IL,398.90,436.27,5944
2013,211,SPI,Abraham Lincoln Capital,Springfield,IL,408.11,439.91,5944
2014,211,SPI,Abraham Lincoln Capital,Springfield,IL,323.59,343.23,5944
2015,211,SPI,Abraham Lincoln Capital,Springfield,IL,331.74,351.46,5944
2016,211,SPI,Abraham Lincoln Capital,Springfield,IL,325.97,341.05,5944
2017,212,SPI,Abraham Lincoln Capital,Springfield,IL,353.05,361.67,5944
2018,212,SPI,Abraham Lincoln Capital,Springfield,IL,353.05,361.67,5944
2008,207,DLH,Duluth International,Duluth,MN,503.77,587.55,6128
2009,207,DLH,Duluth International,Duluth,MN,426.71,499.44,6128
2010,205,DLH,Duluth International,Duluth,MN,418.28,481.68,6128
2011,208,DLH,Duluth International,Duluth,MN,441.83,493.23,6128
2012,210,DLH,Duluth International,Duluth,MN,434.60,475.32,6128
2013,210,DLH,Duluth International,Duluth,MN,446.52,481.31,6128
2014,210,DLH,Duluth International,Duluth,MN,434.73,461.12,6128
2015,210,DLH,Duluth International,Duluth,MN,547.99,580.57,6128
2016,210,DLH,Duluth International,Duluth,MN,554.54,580.18,6128
2017,211,DLH,Duluth International,Duluth,MN,546.60,559.96,6128
2018,211,DLH,Duluth International,Duluth,MN,546.60,559.96,6128
2008,206,CWA,Central Wisconsin,Mosinee,WI,467.49,545.24,6228
2009,206,CWA,Central Wisconsin,Mosinee,WI,374.90,438.80,6228
2010,204,CWA,Central Wisconsin,Mosinee,WI,362.30,417.21,6228
2011,207,CWA,Central Wisconsin,Mosinee,WI,460.28,513.83,6228
2012,209,CWA,Central Wisconsin,Mosinee,WI,584.37,639.12,6228
2013,209,CWA,Central Wisconsin,Mosinee,WI,543.30,585.63,6228
2014,209,CWA,Central Wisconsin,Mosinee,WI,520.20,551.78,6228
2015,209,CWA,Central Wisconsin,Mosinee,WI,545.62,578.05,6228
2016,209,CWA,Central Wisconsin,Mosinee,WI,557.17,582.94,6228
2017,210,CWA,Central Wisconsin,Mosinee,WI,579.47,593.63,6228
2018,210,CWA,Central Wisconsin,Mosinee,WI,579.47,593.63,6228
2008,205,STX,Henry E. Rohlsen,Christiansted,VI,508.47,593.03,6408
2009,205,STX,Henry E. Rohlsen,Christiansted,VI,480.77,562.72,6408
2010,203,STX,Henry E. Rohlsen,Christiansted,VI,478.88,551.46,6408
2011,206,STX,Henry E. Rohlsen,Christiansted,VI,516.91,577.05,6408
2012,208,STX,Henry E. Rohlsen,Christiansted,VI,358.81,392.43,6408
2013,208,STX,Henry E. Rohlsen,Christiansted,VI,421.34,454.17,6408
2014,208,STX,Henry E. Rohlsen,Christiansted,VI,419.81,445.30,6408
2015,208,STX,Henry E. Rohlsen,Christiansted,VI,465.45,493.12,6408
2016,208,STX,Henry E. Rohlsen,Christiansted,VI,388.30,406.26,6408
2017,209,STX,Henry E. Rohlsen,Christiansted,VI,420.82,431.10,6408
2018,209,STX,Henry E. Rohlsen,Christiansted,VI,420.82,431.10,6408
2008,204,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,432.97,504.97,6633
2009,204,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,415.72,486.58,6633
2010,202,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,408.05,469.90,6633
2011,205,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,425.65,475.17,6633
2012,207,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,432.89,473.45,6633
2013,207,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,441.00,475.36,6633
2014,207,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,454.97,482.59,6633
2015,207,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,459.08,486.37,6633
2016,207,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,447.33,468.02,6633
2017,208,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,442.60,453.42,6633
2018,208,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,442.60,453.42,6633
2008,203,TOL,Toledo Express,Toledo,OH,341.62,398.44,6774
2009,203,TOL,Toledo Express,Toledo,OH,289.00,338.26,6774
2010,201,TOL,Toledo Express,Toledo,OH,308.16,354.87,6774
2011,204,TOL,Toledo Express,Toledo,OH,289.88,323.60,6774
2012,206,TOL,Toledo Express,Toledo,OH,328.72,359.52,6774
2013,206,TOL,Toledo Express,Toledo,OH,258.67,278.82,6774
2014,206,TOL,Toledo Express,Toledo,OH,216.27,229.40,6774
2015,206,TOL,Toledo Express,Toledo,OH,212.66,225.30,6774
2016,206,TOL,Toledo Express,Toledo,OH,204.46,213.91,6774
2017,207,TOL,Toledo Express,Toledo,OH,248.23,254.29,6774
2018,207,TOL,Toledo Express,Toledo,OH,248.23,254.29,6774
2008,202,SCK,Stockton Metropolitan,Stockton,CA,129.85,151.45,6893
2009,202,SCK,Stockton Metropolitan,Stockton,CA,123.12,144.11,6893
2010,200,SCK,Stockton Metropolitan,Stockton,CA,121.55,139.98,6893
2011,203,SCK,Stockton Metropolitan,Stockton,CA,137.20,153.16,6893
2012,205,SCK,Stockton Metropolitan,Stockton,CA,131.03,143.31,6893
2013,205,SCK,Stockton Metropolitan,Stockton,CA,107.33,115.69,6893
2014,205,SCK,Stockton Metropolitan,Stockton,CA,95.21,100.99,6893
2015,205,SCK,Stockton Metropolitan,Stockton,CA,83.62,88.59,6893
2016,205,SCK,Stockton Metropolitan,Stockton,CA,81.73,85.51,6893
2017,206,SCK,Stockton Metropolitan,Stockton,CA,120.22,123.16,6893
2018,206,SCK,Stockton Metropolitan,Stockton,CA,120.22,123.16,6893
2017,205,USA,CONCORD REGIONAL,CONCORD,NC,113.87,116.65,6985
2018,205,USA,CONCORD REGIONAL,CONCORD,NC,113.87,116.65,6985
2008,201,GFK,Grand Forks International,Grand Forks,ND,570.57,665.46,7056
2009,201,GFK,Grand Forks International,Grand Forks,ND,449.45,526.06,7056
2010,199,GFK,Grand Forks International,Grand Forks,ND,413.64,476.33,7056
2011,202,GFK,Grand Forks International,Grand Forks,ND,466.04,520.25,7056
2012,204,GFK,Grand Forks International,Grand Forks,ND,430.73,471.09,7056
2013,204,GFK,Grand Forks International,Grand Forks,ND,363.41,391.72,7056
2014,204,GFK,Grand Forks International,Grand Forks,ND,335.82,356.20,7056
2015,204,GFK,Grand Forks International,Grand Forks,ND,334.73,354.63,7056
2016,204,GFK,Grand Forks International,Grand Forks,ND,346.81,362.85,7056
2017,204,GFK,Grand Forks International,Grand Forks,ND,441.01,451.78,7056
2018,204,GFK,Grand Forks International,Grand Forks,ND,441.01,451.78,7056
2008,200,IDA,Idaho Falls Regional,Idaho Falls,ID,468.74,546.69,7102
2009,200,IDA,Idaho Falls Regional,Idaho Falls,ID,455.46,533.10,7102
2010,198,IDA,Idaho Falls Regional,Idaho Falls,ID,462.44,532.54,7102
2011,201,IDA,Idaho Falls Regional,Idaho Falls,ID,458.94,512.33,7102
2012,203,IDA,Idaho Falls Regional,Idaho Falls,ID,471.60,515.79,7102
2013,203,IDA,Idaho Falls Regional,Idaho Falls,ID,488.38,526.43,7102
2014,203,IDA,Idaho Falls Regional,Idaho Falls,ID,435.62,462.06,7102
2015,203,IDA,Idaho Falls Regional,Idaho Falls,ID,493.12,522.43,7102
2016,203,IDA,Idaho Falls Regional,Idaho Falls,ID,494.48,517.35,7102
2017,203,IDA,Idaho Falls Regional,Idaho Falls,ID,512.03,524.54,7102
2018,203,IDA,Idaho Falls Regional,Idaho Falls,ID,512.03,524.54,7102
2008,199,RST,Rochester International,Rochester,MN,428.21,499.42,7118
2009,199,RST,Rochester International,Rochester,MN,352.59,412.70,7118
2010,197,RST,Rochester International,Rochester,MN,407.03,468.72,7118
2011,200,RST,Rochester International,Rochester,MN,470.96,525.74,7118
2012,202,RST,Rochester International,Rochester,MN,503.75,550.95,7118
2013,202,RST,Rochester International,Rochester,MN,438.61,472.78,7118
2014,202,RST,Rochester International,Rochester,MN,440.24,466.96,7118
2015,202,RST,Rochester International,Rochester,MN,478.99,507.47,7118
2016,202,RST,Rochester International,Rochester,MN,440.18,460.54,7118
2017,202,RST,Rochester International,Rochester,MN,407.56,417.52,7118
2018,202,RST,Rochester International,Rochester,MN,407.56,417.52,7118
2008,198,LNK,Lincoln Airport,Lincoln,NE,425.32,496.05,7150
2009,198,LNK,Lincoln Airport,Lincoln,NE,410.68,480.69,7150
2010,196,LNK,Lincoln Airport,Lincoln,NE,433.04,498.68,7150
2011,199,LNK,Lincoln Airport,Lincoln,NE,470.71,525.46,7150
2012,201,LNK,Lincoln Airport,Lincoln,NE,488.76,534.56,7150
2013,201,LNK,Lincoln Airport,Lincoln,NE,483.07,520.71,7150
2014,201,LNK,Lincoln Airport,Lincoln,NE,507.60,538.41,7150
2015,201,LNK,Lincoln Airport,Lincoln,NE,514.28,544.85,7150
2016,201,LNK,Lincoln Airport,Lincoln,NE,494.52,517.39,7150
2017,201,LNK,Lincoln Airport,Lincoln,NE,504.97,517.30,7150
2018,201,LNK,Lincoln Airport,Lincoln,NE,504.97,517.30,7150
2008,197,JAC,Jackson Hole,Jackson,WY,555.59,647.99,7247
2009,197,JAC,Jackson Hole,Jackson,WY,455.21,532.80,7247
2010,195,JAC,Jackson Hole,Jackson,WY,481.79,554.82,7247
2011,198,JAC,Jackson Hole,Jackson,WY,537.59,600.13,7247
2012,200,JAC,Jackson Hole,Jackson,WY,604.87,661.55,7247
2013,200,JAC,Jackson Hole,Jackson,WY,595.32,641.70,7247
2014,200,JAC,Jackson Hole,Jackson,WY,605.75,642.52,7247
2015,200,JAC,Jackson Hole,Jackson,WY,638.27,676.21,7247
2016,200,JAC,Jackson Hole,Jackson,WY,624.51,653.40,7247
2017,200,JAC,Jackson Hole,Jackson,WY,665.17,681.42,7247
2018,200,JAC,Jackson Hole,Jackson,WY,665.17,681.42,7247
2008,196,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,310.27,361.87,7264
2009,196,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,235.54,275.68,7264
2010,194,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,231.57,266.67,7264
2011,197,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,259.31,289.48,7264
2012,199,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,274.46,300.18,7264
2013,199,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,269.47,290.46,7264
2014,199,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,224.52,238.15,7264
2015,199,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,215.49,228.30,7264
2016,199,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,202.64,212.02,7264
2017,199,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,234.44,240.16,7264
2018,199,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,234.44,240.16,7264
2008,195,SCE,University Park,State College,PA,512.31,597.50,7322
2009,195,SCE,University Park,State College,PA,424.14,496.44,7322
2010,193,SCE,University Park,State College,PA,440.85,507.68,7322
2011,196,SCE,University Park,State College,PA,497.74,555.64,7322
2012,198,SCE,University Park,State College,PA,555.82,607.90,7322
2013,198,SCE,University Park,State College,PA,580.51,625.74,7322
2014,198,SCE,University Park,State College,PA,575.35,610.27,7322
2015,198,SCE,University Park,State College,PA,588.26,623.23,7322
2016,198,SCE,University Park,State College,PA,572.37,598.84,7322
2017,198,SCE,University Park,State College,PA,585.69,599.99,7322
2018,198,SCE,University Park,State College,PA,585.69,599.99,7322
2008,194,ELM,Elmira/Corning Regional,Elmira/Corning,NY,390.02,454.88,7475
2009,194,ELM,Elmira/Corning Regional,Elmira/Corning,NY,324.08,379.32,7475
2010,192,ELM,Elmira/Corning Regional,Elmira/Corning,NY,356.11,410.08,7475
2011,195,ELM,Elmira/Corning Regional,Elmira/Corning,NY,391.86,437.45,7475
2012,197,ELM,Elmira/Corning Regional,Elmira/Corning,NY,405.90,443.93,7475
2013,197,ELM,Elmira/Corning Regional,Elmira/Corning,NY,411.75,443.83,7475
2014,197,ELM,Elmira/Corning Regional,Elmira/Corning,NY,385.24,408.63,7475
2015,197,ELM,Elmira/Corning Regional,Elmira/Corning,NY,378.61,401.12,7475
2016,197,ELM,Elmira/Corning Regional,Elmira/Corning,NY,369.46,386.55,7475
2017,197,ELM,Elmira/Corning Regional,Elmira/Corning,NY,436.41,447.07,7475
2018,197,ELM,Elmira/Corning Regional,Elmira/Corning,NY,436.41,447.07,7475
2008,193,MGM,Montgomery Regional,Montgomery,AL,511.64,596.72,7642
2009,193,MGM,Montgomery Regional,Montgomery,AL,473.66,554.40,7642
2010,191,MGM,Montgomery Regional,Montgomery,AL,447.45,515.27,7642
2011,194,MGM,Montgomery Regional,Montgomery,AL,477.76,533.34,7642
2012,196,MGM,Montgomery Regional,Montgomery,AL,492.70,538.87,7642
2013,196,MGM,Montgomery Regional,Montgomery,AL,532.13,573.58,7642
2014,196,MGM,Montgomery Regional,Montgomery,AL,526.50,558.46,7642
2015,196,MGM,Montgomery Regional,Montgomery,AL,524.11,555.27,7642
2016,196,MGM,Montgomery Regional,Montgomery,AL,509.74,533.31,7642
2017,196,MGM,Montgomery Regional,Montgomery,AL,567.46,581.32,7642
2018,196,MGM,Montgomery Regional,Montgomery,AL,567.46,581.32,7642
2008,192,GRK,Robert Gray AAF,Killeen,TX,492.59,574.51,7748
2009,192,GRK,Robert Gray AAF,Killeen,TX,429.73,502.98,7748
2010,190,GRK,Robert Gray AAF,Killeen,TX,443.79,511.05,7748
2011,193,GRK,Robert Gray AAF,Killeen,TX,514.10,573.90,7748
2012,195,GRK,Robert Gray AAF,Killeen,TX,533.04,582.99,7748
2013,195,GRK,Robert Gray AAF,Killeen,TX,451.94,487.15,7748
2014,195,GRK,Robert Gray AAF,Killeen,TX,463.88,492.04,7748
2015,195,GRK,Robert Gray AAF,Killeen,TX,480.14,508.69,7748
2016,195,GRK,Robert Gray AAF,Killeen,TX,481.95,504.24,7748
2017,195,GRK,Robert Gray AAF,Killeen,TX,485.71,497.58,7748
2018,195,GRK,Robert Gray AAF,Killeen,TX,485.71,497.58,7748
2008,191,DRO,Durango La Plata County,Durango,CO,475.84,554.97,7777
2009,191,DRO,Durango La Plata County,Durango,CO,383.66,449.06,7777
2010,189,DRO,Durango La Plata County,Durango,CO,378.52,435.90,7777
2011,192,DRO,Durango La Plata County,Durango,CO,414.03,462.20,7777
2012,194,DRO,Durango La Plata County,Durango,CO,426.04,465.96,7777
2013,194,DRO,Durango La Plata County,Durango,CO,432.43,466.12,7777
2014,194,DRO,Durango La Plata County,Durango,CO,487.48,517.07,7777
2015,194,DRO,Durango La Plata County,Durango,CO,536.30,568.18,7777
2016,194,DRO,Durango La Plata County,Durango,CO,527.98,552.40,7777
2017,194,DRO,Durango La Plata County,Durango,CO,564.11,577.88,7777
2018,194,DRO,Durango La Plata County,Durango,CO,564.11,577.88,7777
2008,190,RFD,Chicago/Rockford International,Rockford,IL,234.68,273.71,7831
2009,190,RFD,Chicago/Rockford International,Rockford,IL,197.33,230.97,7831
2010,188,RFD,Chicago/Rockford International,Rockford,IL,202.43,233.12,7831
2011,191,RFD,Chicago/Rockford International,Rockford,IL,209.96,234.38,7831
2012,193,RFD,Chicago/Rockford International,Rockford,IL,218.45,238.92,7831
2013,193,RFD,Chicago/Rockford International,Rockford,IL,145.86,157.22,7831
2014,193,RFD,Chicago/Rockford International,Rockford,IL,130.87,138.81,7831
2015,193,RFD,Chicago/Rockford International,Rockford,IL,118.44,125.48,7831
2016,193,RFD,Chicago/Rockford International,Rockford,IL,110.80,115.92,7831
2017,193,RFD,Chicago/Rockford International,Rockford,IL,166.51,170.57,7831
2018,193,RFD,Chicago/Rockford International,Rockford,IL,166.51,170.57,7831
2008,189,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,517.32,603.35,8165
2009,189,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,500.55,585.88,8165
2010,187,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,563.92,649.40,8165
2011,190,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,579.23,646.61,8165
2012,192,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,599.39,655.55,8165
2013,192,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,575.49,620.33,8165
2014,192,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,570.32,604.94,8165
2015,192,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,576.16,610.41,8165
2016,192,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,509.51,533.08,8165
2017,192,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,532.52,545.53,8165
2018,192,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,532.52,545.53,8165
2008,188,LBE,Arnold Palmer Regional,Latrobe,PA,402.69,469.66,8331
2009,188,LBE,Arnold Palmer Regional,Latrobe,PA,358.59,419.72,8331
2011,189,LBE,Arnold Palmer Regional,Latrobe,PA,146.28,163.30,8331
2012,191,LBE,Arnold Palmer Regional,Latrobe,PA,145.30,158.92,8331
2013,191,LBE,Arnold Palmer Regional,Latrobe,PA,145.35,156.68,8331
2014,191,LBE,Arnold Palmer Regional,Latrobe,PA,163.47,173.40,8331
2015,191,LBE,Arnold Palmer Regional,Latrobe,PA,144.89,153.50,8331
2016,191,LBE,Arnold Palmer Regional,Latrobe,PA,128.40,134.34,8331
2017,191,LBE,Arnold Palmer Regional,Latrobe,PA,119.09,122.00,8331
2018,191,LBE,Arnold Palmer Regional,Latrobe,PA,119.09,122.00,8331
2008,187,MOT,Minot International,Minot,ND,644.86,752.10,8356
2009,187,MOT,Minot International,Minot,ND,613.62,718.21,8356
2010,186,MOT,Minot International,Minot,ND,612.43,705.26,8356
2011,188,MOT,Minot International,Minot,ND,556.06,620.75,8356
2012,190,MOT,Minot International,Minot,ND,532.52,582.42,8356
2013,190,MOT,Minot International,Minot,ND,452.70,487.97,8356
2014,190,MOT,Minot International,Minot,ND,445.57,472.61,8356
2015,190,MOT,Minot International,Minot,ND,427.74,453.16,8356
2016,190,MOT,Minot International,Minot,ND,422.20,441.72,8356
2017,190,MOT,Minot International,Minot,ND,473.33,484.89,8356
2018,190,MOT,Minot International,Minot,ND,473.33,484.89,8356
2008,186,EYW,Key West International,Key West,FL,500.44,583.67,8495
2009,186,EYW,Key West International,Key West,FL,463.18,542.13,8495
2010,185,EYW,Key West International,Key West,FL,385.81,444.29,8495
2011,187,EYW,Key West International,Key West,FL,378.57,422.61,8495
2012,189,EYW,Key West International,Key West,FL,356.40,389.80,8495
2013,189,EYW,Key West International,Key West,FL,391.29,421.77,8495
2014,189,EYW,Key West International,Key West,FL,441.75,468.56,8495
2015,189,EYW,Key West International,Key West,FL,490.37,519.52,8495
2016,189,EYW,Key West International,Key West,FL,464.78,486.27,8495
2017,189,EYW,Key West International,Key West,FL,445.96,456.86,8495
2018,189,EYW,Key West International,Key West,FL,445.96,456.86,8495
2011,186,IAG,Niagara Falls International,Niagara Falls,NY,142.89,159.52,9381
2012,188,IAG,Niagara Falls International,Niagara Falls,NY,159.67,174.63,9381
2013,188,IAG,Niagara Falls International,Niagara Falls,NY,143.44,154.62,9381
2014,188,IAG,Niagara Falls International,Niagara Falls,NY,136.14,144.40,9381
2015,188,IAG,Niagara Falls International,Niagara Falls,NY,124.02,131.39,9381
2016,188,IAG,Niagara Falls International,Niagara Falls,NY,111.09,116.22,9381
2017,188,IAG,Niagara Falls International,Niagara Falls,NY,143.77,147.28,9381
2018,188,IAG,Niagara Falls International,Niagara Falls,NY,143.77,147.28,9381
2008,185,GTF,Great Falls International,Great Falls,MT,490.99,572.64,9559
2009,185,GTF,Great Falls International,Great Falls,MT,427.76,500.67,9559
2010,184,GTF,Great Falls International,Great Falls,MT,417.07,480.28,9559
2011,185,GTF,Great Falls International,Great Falls,MT,422.88,472.07,9559
2012,187,GTF,Great Falls International,Great Falls,MT,411.11,449.63,9559
2013,187,GTF,Great Falls International,Great Falls,MT,402.06,433.39,9559
2014,187,GTF,Great Falls International,Great Falls,MT,369.32,391.73,9559
2015,187,GTF,Great Falls International,Great Falls,MT,389.46,412.61,9559
2016,187,GTF,Great Falls International,Great Falls,MT,391.40,409.50,9559
2017,187,GTF,Great Falls International,Great Falls,MT,415.64,425.79,9559
2018,187,GTF,Great Falls International,Great Falls,MT,415.64,425.79,9559
2008,184,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,483.64,564.07,9563
2009,184,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,483.64,566.08,9563
2010,183,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,443.72,510.98,9563
2011,184,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,441.95,493.36,9563
2012,186,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,443.91,485.50,9563
2013,186,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,435.95,469.91,9563
2014,186,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,455.20,482.83,9563
2015,186,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,447.93,474.56,9563
2016,186,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,418.34,437.69,9563
2017,186,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,419.24,429.48,9563
2018,186,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,419.24,429.48,9563
2008,183,BLV,Scott AFB/MidAmerica,Belleville,IL,213.65,249.18,9694
2009,183,BLV,Scott AFB/MidAmerica,Belleville,IL,102.29,119.72,9694
2012,185,BLV,Scott AFB/MidAmerica,Belleville,IL,127.07,138.98,9694
2013,185,BLV,Scott AFB/MidAmerica,Belleville,IL,104.67,112.83,9694
2014,185,BLV,Scott AFB/MidAmerica,Belleville,IL,103.43,109.71,9694
2015,185,BLV,Scott AFB/MidAmerica,Belleville,IL,92.66,98.17,9694
2016,185,BLV,Scott AFB/MidAmerica,Belleville,IL,87.33,91.37,9694
2017,185,BLV,Scott AFB/MidAmerica,Belleville,IL,132.58,135.82,9694
2018,185,BLV,Scott AFB/MidAmerica,Belleville,IL,132.58,135.82,9694
2008,182,LCK,Rickenbacker International,Columbus,OH,233.89,272.78,9951
2009,182,LCK,Rickenbacker International,Columbus,OH,198.97,232.89,9951
2011,183,LCK,Rickenbacker International,Columbus,OH,248.00,276.85,9951
2012,184,LCK,Rickenbacker International,Columbus,OH,127.59,139.54,9951
2013,184,LCK,Rickenbacker International,Columbus,OH,99.40,107.14,9951
2014,184,LCK,Rickenbacker International,Columbus,OH,90.33,95.81,9951
2015,184,LCK,Rickenbacker International,Columbus,OH,87.59,92.80,9951
2016,184,LCK,Rickenbacker International,Columbus,OH,87.54,91.59,9951
2017,184,LCK,Rickenbacker International,Columbus,OH,122.92,125.92,9951
2018,184,LCK,Rickenbacker International,Columbus,OH,122.92,125.92,9951
2008,181,MRY,Monterey Regional,Monterey,CA,481.89,562.03,10155
2009,181,MRY,Monterey Regional,Monterey,CA,399.58,467.70,10155
2010,182,MRY,Monterey Regional,Monterey,CA,413.90,476.63,10155
2011,182,MRY,Monterey Regional,Monterey,CA,421.64,470.69,10155
2012,183,MRY,Monterey Regional,Monterey,CA,398.07,435.37,10155
2013,183,MRY,Monterey Regional,Monterey,CA,398.00,429.00,10155
2014,183,MRY,Monterey Regional,Monterey,CA,400.11,424.40,10155
2015,183,MRY,Monterey Regional,Monterey,CA,404.93,429.00,10155
2016,183,MRY,Monterey Regional,Monterey,CA,380.72,398.32,10155
2017,183,MRY,Monterey Regional,Monterey,CA,366.12,375.06,10155
2018,183,MRY,Monterey Regional,Monterey,CA,366.12,375.06,10155
2008,180,CRW,Yeager,Charleston/Dunbar,WV,514.65,600.23,10166
2009,180,CRW,Yeager,Charleston/Dunbar,WV,419.51,491.02,10166
2010,181,CRW,Yeager,Charleston/Dunbar,WV,402.40,463.39,10166
2011,181,CRW,Yeager,Charleston/Dunbar,WV,407.04,454.39,10166
2012,182,CRW,Yeager,Charleston/Dunbar,WV,448.70,490.75,10166
2013,182,CRW,Yeager,Charleston/Dunbar,WV,497.87,536.66,10166
2014,182,CRW,Yeager,Charleston/Dunbar,WV,518.81,550.30,10166
2015,182,CRW,Yeager,Charleston/Dunbar,WV,547.99,580.57,10166
2016,182,CRW,Yeager,Charleston/Dunbar,WV,531.17,555.73,10166
2017,182,CRW,Yeager,Charleston/Dunbar,WV,554.77,568.32,10166
2018,182,CRW,Yeager,Charleston/Dunbar,WV,554.77,568.32,10166
2008,179,SWF,Stewart International,Newburgh/Poughkeepsie,NY,277.56,323.71,10194
2009,179,SWF,Stewart International,Newburgh/Poughkeepsie,NY,299.10,350.09,10194
2010,180,SWF,Stewart International,Newburgh/Poughkeepsie,NY,317.18,365.25,10194
2011,180,SWF,Stewart International,Newburgh/Poughkeepsie,NY,348.97,389.57,10194
2012,181,SWF,Stewart International,Newburgh/Poughkeepsie,NY,375.40,410.58,10194
2013,181,SWF,Stewart International,Newburgh/Poughkeepsie,NY,370.48,399.34,10194
2014,181,SWF,Stewart International,Newburgh/Poughkeepsie,NY,366.89,389.16,10194
2015,181,SWF,Stewart International,Newburgh/Poughkeepsie,NY,348.59,369.31,10194
2016,181,SWF,Stewart International,Newburgh/Poughkeepsie,NY,311.88,326.30,10194
